Date,Time,Latitude,Longitude,Type,Depth,Magnitude,NormalizedLat,NormalizedLong,NormalizedDepth,NormalizedMag,,,,Latitude_max_min,Longitude_max_min,Depth_max_min,Magnitude_max_min
28452.00,0.3933,-31.028,-67.767,Earthquake,13,7.4,0.282380354,0.31175433,0.020111254,0.527777778,,,,,,,
28452.00,0.3993,-31.178,-66.957,Earthquake,33,6,0.281460588,0.314004361,0.048637855,0.138888889,,,,,,,
28452.00,0.4644,-31.247,-67.738,Earthquake,20,5.6,0.281037496,0.311834887,0.030095564,0.027777778,,,,,,,
28452.00,0.4987,-31.021,-67.82,Earthquake,22,5.9,0.282423276,0.311607106,0.032948224,0.111111111,,,,,,,
28452.00,0.5452,-31.067,-67.724,Earthquake,27,5.6,0.282141215,0.311873776,0.040079874,0.027777778,,,,,,,
28452.00,0.6917,-31.341,-67.743,Earthquake,13,5.7,0.280461109,0.311820998,0.020111254,0.055555556,,,,,,,
28452.00,0.7051,52.195,-171.546,Earthquake,53,5.5,0.792684796,0.023475326,0.077164456,0,,,,,,,
28452.00,0.9775,-31.556,-67.695,Earthquake,33,5.5,0.279142778,0.311954333,0.048637855,0,,,,,,,
28453.00,0.0816,-31.511,-67.634,Earthquake,33,5.8,0.279418708,0.312123779,0.048637855,0.083333333,,,,,,,
28453.00,0.0823,-31.471,-67.628,Earthquake,33,6,0.279663979,0.312140446,0.048637855,0.138888889,,,,,,,
28453.00,0.0851,-31.615,-67.573,Earthquake,23,6.3,0.278781004,0.312293226,0.034374554,0.222222222,,,,,,,
28453.00,0.7083,-21.894,-138.959,Nuclear Explosion,0,6,0.338387957,0.113996028,0.001568963,0.138888889,,,,,,,
28453.00,0.7641,-31.304,-67.631,Earthquake,33,5.7,0.280687985,0.312132113,0.048637855,0.055555556,,,,,,,
28453.00,0.7796,-31.467,-67.876,Earthquake,33,5.7,0.279688506,0.311451548,0.048637855,0.055555556,,,,,,,
28454.00,0.0031,-31.068,-67.666,Earthquake,33,5.5,0.282135083,0.312034889,0.048637855,0,,,,,,,
28455.00,0.2234,-17.956,-178.12,Earthquake,564,5.5,0.362534874,0.005213961,0.806019113,0,,,,,,,
28456.00,0.0971,11.8,125.472,Earthquake,33,5.7,0.544991875,0.848536785,0.048637855,0.055555556,,,,,,,
28456.00,0.3584,46.42,153.28,Earthquake,33,6,0.757273814,0.925782303,0.048637855,0.138888889,,,,,,,
28456.00,0.3985,-0.829,120.6,Earthquake,65,5.5,0.46755373,0.835003264,0.094280416,0,,,,,,,
28456.00,0.5280,-20.481,-178.428,Earthquake,558,5.6,0.347052151,0.004358394,0.797461133,0.027777778,,,,,,,
28457.00,0.1244,36.05,27.761,Earthquake,85,5.6,0.693687341,0.577113571,0.122807018,0.027777778,,,,,,,
28457.00,0.1803,-31.681,-67.754,Earthquake,36,5.5,0.278376307,0.311790442,0.052916845,0,,,,,,,
28457.00,0.2719,-31.354,-67.431,Earthquake,16,5.8,0.280381396,0.312687676,0.024390244,0.083333333,,,,,,,
28457.00,0.7780,-32.032,-69.084,Earthquake,86,5.5,0.276224055,0.308095946,0.124233348,0,,,,,,,
28459.00,0.1715,49.957,78.931,Nuclear Explosion,0,5.9,0.778961891,0.719254434,0.001568963,0.111111111,,,,,,,
28459.00,0.4276,-20.611,-178.422,Earthquake,550,5.5,0.34625502,0.004375061,0.786050492,0,,,,,,,
28461.00,0.1763,-5.026,145.027,Earthquake,66,5.7,0.441818684,0.902856984,0.095706747,0.055555556,,,,,,,
28461.00,0.5397,52.929,159.714,Earthquake,15,5.8,0.797185517,0.943654773,0.022963914,0.083333333,,,,,,,
28462.00,0.5704,3.511,95.892,Earthquake,41,5.9,0.494165619,0.766368977,0.060048495,0.111111111,,,,,,,
28463.00,0.2435,-23.89,-176.077,Earthquake,56,6.2,0.326148941,0.01088904,0.081443446,0.194444444,,,,,,,
28464.00,0.5930,-23.915,-175.95,Earthquake,33,5.9,0.325995646,0.011241823,0.048637855,0.111111111,,,,,,,
28464.00,0.6552,-30.968,-67.7,Earthquake,32,5.6,0.28274826,0.311940444,0.047211525,0.027777778,,,,,,,
28465.00,0.3623,-31.059,-67.706,Earthquake,35,5.6,0.282190269,0.311923777,0.051490515,0.027777778,,,,,,,
28465.00,0.7119,-31.168,-67.718,Earthquake,19,5.9,0.281521906,0.311890443,0.028669234,0.111111111,,,,,,,
28465.00,0.7448,-11.221,118.256,Earthquake,33,5.7,0.403832357,0.828492062,0.048637855,0.055555556,,,,,,,
28467.00,0.2606,-24.152,-175.602,Earthquake,33,6.1,0.324542417,0.012208503,0.048637855,0.166666667,,,,,,,
28468.00,0.6095,-7.175,129.341,Earthquake,141,5.6,0.428641506,0.859284157,0.2026815,0.027777778,,,,,,,
28469.00,0.3000,-31.187,-67.639,Earthquake,39,5.6,0.281405402,0.31210989,0.057195835,0.027777778,,,,,,,
28470.00,0.6820,9.516,-69.563,Earthquake,18,5.6,0.530986909,0.306765372,0.027242904,0.027777778,,,,,,,
28472.00,0.0516,17.359,-54.848,Earthquake,33,6.4,0.579078395,0.347640939,0.048637855,0.25,,,,,,,
28472.00,0.6023,-0.135,124.094,Earthquake,56,5.7,0.471809179,0.844708954,0.081443446,0.055555556,,,,,,,
28473.00,0.1252,-33.793,58.035,Earthquake,33,5.6,0.265426005,0.661209183,0.048637855,0.027777778,,,,,,,
28473.00,0.7865,-21.101,-179.145,Earthquake,659,5.6,0.343250452,0.0023667,0.941520468,0.027777778,,,,,,,
28474.00,0.9728,-4.761,34.913,Earthquake,33,5.6,0.443443603,0.596980514,0.048637855,0.027777778,,,,,,,
28475.00,0.6323,36.619,140.989,Earthquake,46,5.6,0.697176319,0.891640162,0.067180145,0.027777778,,,,,,,
28476.00,0.7274,52.21,-170.025,Earthquake,40,5.5,0.792776773,0.027700385,0.058622165,0,,,,,,,
28477.00,0.6995,39.865,77.334,Earthquake,33,5.8,0.71708005,0.714818261,0.048637855,0.083333333,,,,,,,
28478.00,0.9823,30.954,56.473,Earthquake,31,5.8,0.662439832,0.656870234,0.045785195,0.083333333,,,,,,,
28479.00,0.3685,48.59,153.015,Earthquake,140,5.8,0.770579759,0.925046181,0.20125517,0.083333333,,,,,,,
28479.00,0.4803,-7.838,117.685,Earthquake,33,5.6,0.424576141,0.826905929,0.048637855,0.027777778,,,,,,,
28480.00,0.0420,25.51,143.112,Earthquake,33,6.8,0.629058466,0.897537466,0.048637855,0.361111111,,,,,,,
28480.00,0.1580,-31.524,-67.596,Earthquake,33,5.7,0.279338995,0.312229337,0.048637855,0.055555556,,,,,,,
28480.00,0.6941,52.929,159.804,Earthquake,33,5.5,0.797185517,0.943904776,0.048637855,0,,,,,,,
28480.00,0.8854,-0.958,126.719,Earthquake,33,5.6,0.466762731,0.852000722,0.048637855,0.027777778,,,,,,,
28481.00,0.1981,29.553,127.812,Earthquake,33,5.5,0.65384922,0.855036876,0.048637855,0,,,,,,,
28481.00,0.5624,-34.419,55.297,Earthquake,33,5.7,0.261587516,0.653603522,0.048637855,0.055555556,,,,,,,
28482.00,0.8765,39.132,143.162,Earthquake,19,5.9,0.712585462,0.897676357,0.028669234,0.111111111,,,,,,,
28482.00,0.8850,39.068,143.047,Earthquake,41,6,0.712193028,0.897356908,0.060048495,0.138888889,,,,,,,
28485.00,0.2812,2.507,126.825,Earthquake,36,5.5,0.48800932,0.852295171,0.052916845,0,,,,,,,
28487.00,0.1150,16.659,40.278,Earthquake,33,6.6,0.574786154,0.611883498,0.048637855,0.305555556,,,,,,,
28489.00,0.4433,-5.07,151.767,Earthquake,68,5.9,0.441548886,0.921579466,0.098559407,0.111111111,,,,,,,
28489.00,0.7327,40,15.419,Earthquake,283,5.6,0.717907839,0.542829762,0.405220368,0.027777778,,,,,,,
28490.00,0.3287,-15.3,-71.68,Earthquake,158,5.9,0.37882086,0.300884735,0.226929111,0.111111111,,,,,,,
28492.00,0.3525,-38.137,-71.096,Earthquake,126,5.5,0.238789588,0.302506979,0.18128655,0,,,,,,,
28494.00,0.5551,-25.562,-70.97,Earthquake,24,5.6,0.315896618,0.302856984,0.035800884,0.027777778,,,,,,,
28495.00,0.1413,-20.825,-126.913,Earthquake,33,5.5,0.344942821,0.147457604,0.048637855,0,,,,,,,
28496.00,0.1954,18.793,121.895,Earthquake,33,6,0.587871355,0.838600536,0.048637855,0.138888889,,,,,,,
28500.00,0.0349,46.825,152.27,Earthquake,61,5.6,0.759757182,0.922976708,0.088575096,0.027777778,,,,,,,
28503.00,0.8355,44.689,149.699,Earthquake,52,6,0.746659717,0.915834942,0.075738126,0.138888889,,,,,,,
28504.00,0.1421,34.809,139.259,Earthquake,14,6.6,0.686077812,0.886834539,0.021537584,0.305555556,,,,,,,
28504.00,0.5762,1.674,126.417,Earthquake,45,5.5,0.482901554,0.851161822,0.065753815,0,,,,,,,
28504.00,0.6395,-30.115,-177.489,Earthquake,44,6.3,0.287978661,0.006966763,0.064327485,0.222222222,,,,,,,
28504.00,0.9387,34.797,138.803,Earthquake,10,5.7,0.686004231,0.885567855,0.015832264,0.055555556,,,,,,,
28505.00,0.2893,-30.209,-177.554,Earthquake,17,6.1,0.287402275,0.006786205,0.025816574,0.166666667,,,,,,,
28505.00,0.5536,-30.521,-177.324,Earthquake,33,5.6,0.285489162,0.007425103,0.048637855,0.027777778,,,,,,,
28507.00,0.4814,-31.287,-67.867,Earthquake,24,5.8,0.280792225,0.311476548,0.035800884,0.083333333,,,,,,,
28510.00,0.0170,-9.79,159.475,Earthquake,73,5.5,0.412606923,0.942990875,0.105691057,0,,,,,,,
28510.00,0.1965,-34.278,-70.19,Earthquake,132,5.7,0.262452096,0.305023681,0.18984453,0.055555556,,,,,,,
28510.00,0.8967,-4.17,123.363,Earthquake,51,5.8,0.44706748,0.842678371,0.074311796,0.083333333,,,,,,,
28514.00,0.2461,44.731,149.718,Earthquake,56,5.9,0.746917252,0.915887721,0.081443446,0.111111111,,,,,,,
28514.00,0.5544,-31.695,-68.876,Earthquake,19,5.7,0.278290462,0.308673732,0.028669234,0.055555556,,,,,,,
28514.00,0.6475,-5.98,148.874,Earthquake,98,5.7,0.435968973,0.913543244,0.141349308,0.055555556,,,,,,,
28515.00,0.9715,-5.339,151.676,Earthquake,44,6.4,0.439899439,0.921326685,0.064327485,0.25,,,,,,,
28516.00,0.9094,-5.014,145.032,Earthquake,68,5.5,0.441892265,0.902870873,0.098559407,0,,,,,,,
28518.00,0.8171,-25.924,-177.301,Earthquake,102,6,0.313676917,0.007488993,0.147054628,0.138888889,,,,,,,
28518.00,0.9726,-7.155,129.509,Earthquake,19,5.6,0.428764141,0.85975083,0.028669234,0.027777778,,,,,,,
28519.00,0.0868,45.972,149.153,Earthquake,146,5.5,0.754526781,0.914318254,0.209813151,0,,,,,,,
28519.00,0.5955,-4.224,152.808,Earthquake,20,5.7,0.446736364,0.924471173,0.030095564,0.055555556,,,,,,,
28519.00,0.8986,-24.846,-175.426,Earthquake,39,5.6,0.320286967,0.012697399,0.057195835,0.027777778,,,,,,,
28520.00,0.2856,-29.78,-177.22,Earthquake,39,5.7,0.290032805,0.007713996,0.057195835,0.055555556,,,,,,,
28521.00,0.0953,-56.124,-27.401,Earthquake,132,5.5,0.128497409,0.423883665,0.18984453,0,,,,,,,
28522.00,0.9839,45.064,150.246,Earthquake,33,5.5,0.748959132,0.917354408,0.048637855,0,,,,,,,
28523.00,0.3320,-5.531,151.675,Earthquake,33,5.8,0.438722139,0.921323907,0.048637855,0.083333333,,,,,,,
28524.00,0.1814,-56.391,-26.478,Earthquake,33,5.5,0.126860226,0.42644759,0.048637855,0,,,,,,,
28524.00,0.6067,4.83,125.658,Earthquake,186,5.7,0.502253426,0.849053459,0.266866353,0.055555556,,,,,,,
28528.00,0.2928,-0.075,124.084,Earthquake,81,5.9,0.472177086,0.844681176,0.117101697,0.111111111,,,,,,,
28528.00,0.5213,12.796,93.016,Earthquake,33,5.5,0.55109912,0.758379977,0.048637855,0,,,,,,,
28528.00,0.8555,12.863,93.07,Earthquake,33,5.6,0.551509949,0.75852998,0.048637855,0.027777778,,,,,,,
28529.00,0.0109,24.146,122.663,Earthquake,40,5.7,0.62069473,0.840733899,0.058622165,0.055555556,,,,,,,
28530.00,0.3347,44.425,149.898,Earthquake,45,5.7,0.74504093,0.916387728,0.065753815,0.055555556,,,,,,,
28530.00,0.8995,-30.683,-177.358,Earthquake,33,7.2,0.284495815,0.007330657,0.048637855,0.472222222,,,,,,,
28530.00,0.9318,-30.614,-177.38,Earthquake,33,5.5,0.284918907,0.007269545,0.048637855,0,,,,,,,
28531.00,0.0391,-30.653,-177.544,Earthquake,33,6,0.284679768,0.006813984,0.048637855,0.138888889,,,,,,,
28531.00,0.8143,-30.074,-177.332,Earthquake,33,6.2,0.288230064,0.007402881,0.048637855,0.194444444,,,,,,,
28531.00,0.8686,25.303,62.399,Earthquake,33,5.5,0.62778919,0.673331574,0.048637855,0,,,,,,,
28532.00,0.0037,-30.414,-177.119,Earthquake,33,6.6,0.286145262,0.007994555,0.048637855,0.305555556,,,,,,,
28532.00,0.0600,5.734,-32.904,Earthquake,33,6.1,0.507796548,0.408597342,0.048637855,0.166666667,,,,,,,
28532.00,0.1754,-30.441,-177.46,Earthquake,33,5.7,0.285979704,0.00704732,0.048637855,0.055555556,,,,,,,
28533.00,0.1489,-8.665,124.047,Earthquake,106,5.8,0.419505166,0.844578397,0.152759949,0.083333333,,,,,,,
28536.00,0.2920,-4.546,139.311,Earthquake,33,5.6,0.444761934,0.886978986,0.048637855,0.027777778,,,,,,,
28537.00,0.1579,5.465,-77.714,Earthquake,24,5.5,0.506147101,0.284123391,0.035800884,0,,,,,,,
28537.00,0.9800,-3.389,128.695,Earthquake,33,5.5,0.451856394,0.857489687,0.048637855,0,,,,,,,
28538.00,0.0695,-55.52,-125.193,Earthquake,33,5.8,0.132200999,0.152235448,0.048637855,0.083333333,,,,,,,
28538.00,0.2802,-28.57,-71.021,Earthquake,55,5.7,0.297452249,0.302715315,0.080017116,0.055555556,,,,,,,
28539.00,0.1550,-4.649,102.938,Earthquake,53,5.5,0.444130361,0.785941471,0.077164456,0,,,,,,,
28540.00,0.5136,-3.857,129.007,Earthquake,90,5.8,0.448986725,0.858356366,0.129938668,0.083333333,,,,,,,
28540.00,0.8869,-40.106,-91.199,Earthquake,33,5.6,0.22671613,0.246664537,0.048637855,0.027777778,,,,,,,
28541.00,0.1923,38.785,141.949,Earthquake,60,6.1,0.710457737,0.894306865,0.087148766,0.166666667,,,,,,,
28541.00,0.9943,-7.04,128.901,Earthquake,33,5.6,0.429469295,0.858061918,0.048637855,0.027777778,,,,,,,
28542.00,0.3014,-4.946,125.247,Earthquake,535,5.9,0.442309225,0.847911777,0.764655541,0.111111111,,,,,,,
28542.00,0.3020,-4.844,125.412,Earthquake,510,6.3,0.442934666,0.848370116,0.72899729,0.222222222,,,,,,,
28542.00,0.3246,-4.995,125.23,Earthquake,531,5.6,0.442008768,0.847864554,0.758950221,0.027777778,,,,,,,
28543.00,0.2553,14.249,-91.378,Earthquake,100,5.7,0.560008584,0.246167308,0.144201968,0.055555556,,,,,,,
28543.00,0.7504,29.34,130.535,Earthquake,60,5.9,0.652543152,0.862600869,0.087148766,0.111111111,,,,,,,
28543.00,0.8176,-22.698,-176.207,Earthquake,85,5.6,0.333458013,0.010527924,0.122807018,0.027777778,,,,,,,
28545.00,0.2935,-4.61,-12.37,Earthquake,10,5.5,0.444369501,0.465637023,0.015832264,0,,,,,,,
28546.00,0.2574,-9.662,117.114,Earthquake,33,5.6,0.41339179,0.825319796,0.048637855,0.027777778,,,,,,,
28547.00,0.3867,-26.62,-114.564,Earthquake,33,5.9,0.309409204,0.181760858,0.048637855,0.111111111,,,,,,,
28548.00,0.0260,-53.795,140.797,Earthquake,10,5.5,0.142778306,0.891106821,0.015832264,0,,,,,,,
28551.00,0.6076,55.073,164.632,Earthquake,33,5.5,0.810332035,0.957316074,0.048637855,0,,,,,,,
28552.00,0.4501,-15.288,-173.517,Earthquake,33,6.2,0.378894442,0.01800025,0.048637855,0.194444444,,,,,,,
28552.00,0.4537,55.098,164.757,Earthquake,33,6.2,0.81048533,0.957663301,0.048637855,0.194444444,,,,,,,
28553.00,0.1990,-21.894,-174.854,Earthquake,33,6.3,0.338387957,0.01428631,0.048637855,0.222222222,,,,,,,
28553.00,0.6238,-4.656,153.101,Earthquake,78,6.2,0.444087439,0.925285073,0.112822707,0.194444444,,,,,,,
28555.00,0.0155,-35.523,-102.586,Earthquake,33,5.7,0.25481804,0.215033542,0.048637855,0.055555556,,,,,,,
28555.00,0.2113,-4.926,151.756,Earthquake,99,5.5,0.442431861,0.92154891,0.142775638,0,,,,,,,
28556.00,0.1171,31.962,137.61,Earthquake,442,6,0.668620658,0.88225392,0.632006846,0.138888889,,,,,,,
28556.00,0.1172,32.005,137.609,Earthquake,439,6.9,0.668884324,0.882251142,0.627727856,0.388888889,,,,,,,
28556.00,0.6908,-55.627,-27.721,Earthquake,33,5.5,0.1315449,0.422994764,0.048637855,0,,,,,,,
28556.00,0.7743,-56.446,-25.589,Earthquake,33,5.5,0.126522979,0.428917068,0.048637855,0,,,,,,,
28556.00,0.7777,-56.428,-25.486,Earthquake,33,5.9,0.126633351,0.429203183,0.048637855,0.111111111,,,,,,,
28556.00,0.8414,-56.622,-25.533,Earthquake,33,5.7,0.125443787,0.429072626,0.048637855,0.055555556,,,,,,,
28556.00,0.9802,-56.505,-25.64,Earthquake,33,5.8,0.126161204,0.4287754,0.048637855,0.083333333,,,,,,,
28559.00,0.1593,-56.706,-25.388,Earthquake,33,5.7,0.124928718,0.429475409,0.048637855,0.055555556,,,,,,,
28559.00,0.7512,-11.136,119.075,Earthquake,33,5.5,0.404353558,0.830767094,0.048637855,0,,,,,,,
28560.00,0.1792,1.753,126.014,Earthquake,63,5.7,0.483385964,0.850042362,0.091427756,0.055555556,,,,,,,
28560.00,0.4963,-10.858,119.111,Earthquake,33,5.5,0.406058191,0.830867095,0.048637855,0,,,,,,,
28560.00,0.8061,38.104,16.031,Earthquake,33,5.6,0.706282,0.544529785,0.048637855,0.027777778,,,,,,,
28561.00,0.6758,-30.677,-178.137,Earthquake,37,5.5,0.284532606,0.005166738,0.054343175,0,,,,,,,
28563.00,0.0813,6.138,126.885,Earthquake,82,5.5,0.510273784,0.85246184,0.118528027,0,,,,,,,
28563.00,0.8557,24.072,122.638,Earthquake,43,5.5,0.620240979,0.840664454,0.062901155,0,,,,,,,
28564.00,0.9199,26.42,140.563,Earthquake,263,6.1,0.634638379,0.890456812,0.376693767,0.166666667,,,,,,,
28565.00,0.0833,29.926,66.302,Earthquake,33,5.9,0.656136371,0.684173391,0.048637855,0.111111111,,,,,,,
28565.00,0.0900,52.295,-168.622,Earthquake,49,5.5,0.793297973,0.031597661,0.071459136,0,,,,,,,
28566.00,0.4588,-22.889,-175.358,Earthquake,33,5.7,0.332286844,0.01288629,0.048637855,0.055555556,,,,,,,
28567.00,0.3842,-38.201,-93.766,Earthquake,33,5.6,0.238397155,0.239533882,0.048637855,0.027777778,,,,,,,
28568.00,0.0689,17.026,-99.735,Earthquake,36,6.4,0.577036515,0.222953097,0.052916845,0.25,,,,,,,
28569.00,0.4335,36.049,139.681,Earthquake,66,5.7,0.693681209,0.888006778,0.095706747,0.055555556,,,,,,,
28569.00,0.6547,0.831,-29.817,Earthquake,33,5.7,0.477732471,0.417172461,0.048637855,0.055555556,,,,,,,
28569.00,0.7568,0.766,-29.693,Earthquake,33,5.8,0.477333906,0.41751691,0.048637855,0.083333333,,,,,,,
28571.00,0.0351,44.026,149.002,Earthquake,33,6.7,0.742594353,0.913898804,0.048637855,0.333333333,,,,,,,
28571.00,0.1060,44.065,149.016,Earthquake,33,5.6,0.742833492,0.913937694,0.048637855,0.027777778,,,,,,,
28571.00,0.8990,44.14,149.029,Earthquake,33,6.6,0.743293375,0.913973805,0.048637855,0.305555556,,,,,,,
28572.00,0.0216,44.209,148.971,Earthquake,46,6.8,0.743716467,0.913812692,0.067180145,0.361111111,,,,,,,
28572.00,0.0254,44.021,148.819,Earthquake,54,5.6,0.742563694,0.913390464,0.078590786,0.027777778,,,,,,,
28572.00,0.0276,44.216,149.27,Earthquake,33,5.6,0.743759389,0.914643259,0.048637855,0.027777778,,,,,,,
28572.00,0.0761,43.855,148.939,Earthquake,33,6.4,0.74154582,0.913723802,0.048637855,0.25,,,,,,,
28572.00,0.1090,44.196,148.731,Earthquake,50,5.8,0.743636754,0.913146016,0.072885466,0.083333333,,,,,,,
28572.00,0.1350,44.288,149.126,Earthquake,33,5.9,0.744200877,0.914243253,0.048637855,0.111111111,,,,,,,
28572.00,0.1356,44.932,148.439,Earthquake,33,7.5,0.748149738,0.912334894,0.048637855,0.555555556,,,,,,,
28572.00,0.1420,43.922,149.144,Earthquake,33,5.5,0.741956648,0.914293254,0.048637855,0,,,,,,,
28572.00,0.1603,44.376,149.58,Earthquake,50,6,0.744740473,0.915504382,0.072885466,0.138888889,,,,,,,
28572.00,0.3078,52.01,-169.465,Earthquake,23,5.8,0.791550418,0.029255962,0.034374554,0.083333333,,,,,,,
28572.00,0.3434,44.318,149.064,Earthquake,48,5.9,0.74438483,0.914071029,0.070032806,0.111111111,,,,,,,
28572.00,0.8003,44.343,149.737,Earthquake,33,6.8,0.744538124,0.915940499,0.048637855,0.361111111,,,,,,,
28572.00,0.9061,-24.784,-179.903,Earthquake,475,5.5,0.320667137,0.000261115,0.679075738,0,,,,,,,
28573.00,0.0296,29.801,-67.4,Earthquake,20,6.1,0.655369899,0.312773789,0.030095564,0.166666667,,,,,,,
28573.00,0.8249,44.244,148.862,Earthquake,33,7.6,0.743931079,0.91350991,0.048637855,0.583333333,,,,,,,
28573.00,0.8336,43.653,148.587,Earthquake,44,5.6,0.740307202,0.91274601,0.064327485,0.027777778,,,,,,,
28573.00,0.8550,43.857,148.803,Earthquake,33,5.5,0.741558083,0.913346019,0.048637855,0,,,,,,,
28573.00,0.8790,42.839,78.606,Earthquake,33,7.1,0.73531594,0.718351644,0.048637855,0.444444444,,,,,,,
28573.00,0.9229,44.109,148.952,Earthquake,45,5.6,0.74310329,0.913759913,0.065753815,0.027777778,,,,,,,
28573.00,0.9693,44.079,148.949,Earthquake,45,5.7,0.742919337,0.91375158,0.065753815,0.055555556,,,,,,,
28574.00,0.8098,-21.03,-178.836,Earthquake,595,5.7,0.343685808,0.003225045,0.850235344,0.055555556,,,,,,,
28574.00,0.9946,43.773,148.451,Earthquake,47,5.6,0.741043014,0.912368227,0.068606476,0.027777778,,,,,,,
28575.00,0.0041,-0.101,125.184,Earthquake,33,5.5,0.47201766,0.847736774,0.048637855,0,,,,,,,
28575.00,0.1646,49.734,78.074,Nuclear Explosion,0,5.5,0.777594506,0.716873845,0.001568963,0,,,,,,,
28575.00,0.8785,53.515,162.991,Earthquake,34,5.5,0.800778735,0.952757677,0.050064185,0,,,,,,,
28576.00,0.3012,-20.476,-177.971,Earthquake,550,5.5,0.34708281,0.005627856,0.786050492,0,,,,,,,
28576.00,0.4417,-8.583,125.103,Earthquake,69,5.9,0.420007971,0.847511771,0.099985737,0.111111111,,,,,,,
28577.00,0.8452,48.764,154.918,Earthquake,53,5.8,0.771646687,0.930332366,0.077164456,0.083333333,,,,,,,
28577.00,0.9252,44.077,149.482,Earthquake,33,5.5,0.742907073,0.915232156,0.048637855,0,,,,,,,
28578.00,0.7054,-19.643,169.119,Earthquake,94,5.9,0.352190575,0.969780136,0.135643988,0.111111111,,,,,,,
28578.00,0.7440,27.92,141.783,Earthquake,22,5.5,0.643836036,0.893845748,0.032948224,0,,,,,,,
28578.00,0.9170,-21.76,-174.011,Earthquake,33,5.7,0.339209615,0.016628009,0.048637855,0.055555556,,,,,,,
28583.00,0.4087,-4.852,133.918,Earthquake,33,6.2,0.442885612,0.871998222,0.048637855,0.194444444,,,,,,,
28584.00,0.0281,33.033,82.285,Earthquake,27,6,0.675187786,0.72857123,0.040079874,0.138888889,,,,,,,
28584.00,0.2890,6.783,123.783,Earthquake,43,5.6,0.514228776,0.843845053,0.062901155,0.027777778,,,,,,,
28584.00,0.8152,-31.18,-67.597,Earthquake,10,5.5,0.281448324,0.312226559,0.015832264,0,,,,,,,
28584.00,0.8831,10.035,-77.954,Earthquake,35,6.1,0.534169298,0.283456715,0.051490515,0.166666667,,,,,,,
28586.00,0.9791,35.212,141.031,Earthquake,31,5.9,0.688548916,0.89175683,0.045785195,0.111111111,,,,,,,
28587.00,0.3229,44.411,149.342,Earthquake,50,5.8,0.744955085,0.914843262,0.072885466,0.083333333,,,,,,,
28588.00,0.4348,22.728,121.123,Earthquake,25,5.7,0.611999877,0.836456062,0.037227214,0.055555556,,,,,,,
28590.00,0.8697,-11.36,116.685,Earthquake,33,6.7,0.402980041,0.824128113,0.048637855,0.333333333,,,,,,,
28591.00,0.1123,-9.461,148.943,Earthquake,13,5.9,0.414624276,0.913734913,0.020111254,0.111111111,,,,,,,
28591.00,0.2173,53.535,-163.731,Earthquake,33,5.6,0.80090137,0.045183961,0.048637855,0.027777778,,,,,,,
28591.00,0.9876,-19.485,-173.758,Earthquake,33,5.6,0.353159395,0.017330796,0.048637855,0.027777778,,,,,,,
28592.00,0.1542,56.423,-152.691,Earthquake,14,6.6,0.818609927,0.075851053,0.021537584,0.305555556,,,,,,,
28593.00,0.2213,3.311,127.76,Earthquake,98,5.5,0.492939265,0.854892429,0.141349308,0,,,,,,,
28593.00,0.7538,43.269,20.919,Earthquake,33,5.7,0.737952601,0.558107751,0.048637855,0.055555556,,,,,,,
28595.00,0.5761,-16.47,-73.514,Earthquake,50,5.5,0.371646687,0.295790219,0.072885466,0,,,,,,,
28595.00,0.9818,38.391,15.066,Earthquake,14,5.7,0.708041819,0.541849192,0.021537584,0.055555556,,,,,,,
28598.00,0.3247,-25.21,178.407,Earthquake,566,5.6,0.318055002,0.995580494,0.808871773,0.027777778,,,,,,,
28598.00,0.4886,44.191,149.166,Earthquake,33,5.5,0.743606095,0.914354366,0.048637855,0,,,,,,,
28598.00,0.7274,5.142,127.41,Earthquake,128,6,0.504166539,0.853920193,0.18413921,0.138888889,,,,,,,
28598.00,0.7441,-3.788,128.44,Earthquake,140,5.5,0.449409817,0.856781344,0.20125517,0,,,,,,,
28600.00,0.9302,46.777,151.899,Earthquake,96,5.5,0.759462857,0.921946138,0.138496648,0,,,,,,,
28601.00,0.6409,36.62,71.274,Earthquake,227,5.9,0.697182451,0.697984694,0.325345885,0.111111111,,,,,,,
28604.00,0.6558,-21.267,-174.383,Earthquake,33,5.8,0.342232578,0.015594661,0.048637855,0.083333333,,,,,,,
28605.00,0.1840,4.718,124.593,Earthquake,43,5.9,0.501566668,0.846095085,0.062901155,0.111111111,,,,,,,
28605.00,0.3159,-2.814,138.956,Earthquake,45,5.5,0.455382163,0.885992861,0.065753815,0,,,,,,,
28609.00,0.1020,-5.854,103.969,Earthquake,50,5.8,0.436741576,0.7888054,0.072885466,0.083333333,,,,,,,
28609.00,0.1814,-9.849,160.45,Earthquake,46,6.2,0.412245148,0.945699246,0.067180145,0.194444444,,,,,,,
28609.00,0.8093,24.656,122.715,Earthquake,18,5.8,0.623821933,0.840878346,0.027242904,0.083333333,,,,,,,
28611.00,0.2548,-19.25,-177.498,Earthquake,578,5.5,0.354600362,0.006941763,0.825987734,0,,,,,,,
28611.00,0.4871,-9.303,124.906,Earthquake,53,5.5,0.415593096,0.846964541,0.077164456,0,,,,,,,
28612.00,0.9712,-58.281,-25.786,Earthquake,73,5.8,0.115271178,0.428369838,0.105691057,0.083333333,,,,,,,
28613.00,0.1041,3.573,127.246,Earthquake,43,5.7,0.494545789,0.853464631,0.062901155,0.055555556,,,,,,,
